data_type time_ps proc_0_0 proc_0_1 proc_0_2 proc_0_3 proc_0_4 proc_0_5 proc_0_6 proc_0_7 proc_0_8 proc_0_9 proc_1_0 proc_1_1 proc_1_2 proc_1_3 proc_1_4 proc_1_5 proc_1_6 proc_1_7 proc_1_8 proc_1_9 proc_2_0 proc_2_1 proc_2_2 proc_2_3 proc_2_4 proc_2_5 proc_2_6 proc_2_7 proc_2_8 proc_2_9 proc_3_0 proc_3_1 proc_3_2 proc_3_3 proc_3_4 proc_3_5 proc_3_6 proc_3_7 proc_3_8 proc_3_9 proc_4_0 proc_4_1 proc_4_2 proc_4_3 proc_4_4 proc_4_5 proc_4_6 proc_4_7 proc_4_8 proc_4_9 proc_5_0 proc_5_1 proc_5_2 proc_5_3 proc_5_4 proc_5_5 proc_5_6 proc_5_7 proc_5_8 proc_5_9 proc_6_0 proc_6_1 proc_6_2 proc_6_3 proc_6_4 proc_6_5 proc_6_6 proc_6_7 proc_6_8 proc_6_9 proc_7_0 proc_7_1 proc_7_2 proc_7_3 proc_7_4 proc_7_5 proc_7_6 proc_7_7 proc_7_8 proc_7_9 proc_8_0 proc_8_1 proc_8_2 proc_8_3 proc_8_4 proc_8_5 proc_8_6 proc_8_7 proc_8_8 proc_8_9 proc_9_0 proc_9_1 proc_9_2 proc_9_3 proc_9_4 proc_9_5 proc_9_6 proc_9_7 proc_9_8 proc_9_9
stalled 20350007 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 20350007 14282 732 728 724 720 698 619 540 941 9900 12854 732 728 724 720 716 669 590 1041 9018 11426 732 728 724 720 716 669 590 1041 8065 9998 732 728 724 720 698 619 540 941 7104 8570 732 728 724 720 716 712 640 1141 6204 7142 732 728 724 720 716 712 640 1141 5109 5714 732 728 724 720 666 612 533 941 4041 4286 732 728 724 720 716 712 665 1158 3185 2858 732 728 724 720 716 694 615 1054 2123 1430 732 728 724 720 716 712 690 1204 1173
input_buffers[0].num_reads 20350007 14282 732 728 724 720 666 587 508 909 9896 12854 732 728 724 720 716 637 558 1009 9012 11426 732 728 724 720 716 637 558 1009 8042 9998 732 728 724 720 666 587 508 909 7091 8570 732 728 724 720 716 687 608 1109 6204 7142 732 728 724 720 716 687 608 1109 5104 5714 732 728 724 720 641 587 508 909 4033 4286 732 728 724 720 716 712 633 1137 3166 2858 732 728 724 720 716 662 583 1023 2091 1430 732 728 724 720 716 712 658 1173 1141
input_buffers[1].num_writes 20350007 0 700 700 700 700 675 600 525 9011 0 0 700 700 700 700 700 650 575 8041 0 0 700 700 700 700 700 650 575 7091 0 0 700 700 700 700 675 600 525 6204 0 0 700 700 700 700 700 700 625 5104 0 0 700 700 700 700 700 700 625 4031 0 0 700 700 700 700 650 598 525 3164 0 0 700 700 700 700 700 700 650 2091 0 0 700 700 700 700 700 675 600 1141 0 0 700 700 700 700 700 700 675 0 0
input_buffers[1].num_reads 20350007 0 700 700 700 700 650 575 500 9004 0 0 700 700 700 700 700 625 550 8020 0 0 700 700 700 700 700 625 550 7067 0 0 700 700 700 700 650 575 500 6204 0 0 700 700 700 700 700 675 600 5104 0 0 700 700 700 700 700 675 600 4010 0 0 700 700 700 698 625 575 500 3143 0 0 700 700 700 700 700 700 625 2059 0 0 700 700 700 700 700 650 575 1109 0 0 700 700 700 700 700 700 650 0 0
power_mW 20350007 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.7600e+000 9.4400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0540e+001 8.9000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.1180e+001 7.2600e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.7600e+000 8.2000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.1200e+000 5.8800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.3600e+000 1.8800e+000 2.0000e-001 2.0000e-001 2.0000e-001 6.8000e-001 1.3380e+001 1.1040e+001 1.4580e+001 7.1000e+000 1.0500e+001 5.6400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.9600e+000 3.2800e+000 5.0400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
activity 20400317 5.1880e-004 -1.1749e-003 1.8311e-004 4.8828e-004 -5.5695e-004 -7.8583e-004 -1.5755e-003 3.8221e-001 1.0059e+000 5.5626e-001 -3.0670e-003 -3.3569e-004 9.9182e-005 -8.6212e-004 -4.5013e-004 -1.4191e-003 -7.0953e-004 3.5477e-004 1.0008e+000 4.8245e-001 -4.1199e-003 -1.0452e-003 4.8065e-004 -2.4567e-003 4.4632e-004 -5.8746e-004 -8.9264e-004 -1.5869e-003 6.4305e-001 8.4421e-001 -3.6621e-004 -4.4632e-004 -1.6327e-003 -5.7220e-004 9.9945e-004 -2.0256e-003 -6.3705e-004 -1.4229e-003 2.8377e-001 2.0889e-001 -2.1820e-003 -1.3466e-003 -6.6376e-004 7.0953e-004 -9.2316e-004 -5.8365e-004 1.0681e-004 -2.2888e-004 8.3101e-001 4.1853e-001 1.2970e-003 -5.9509e-004 -4.0817e-004 7.3242e-004 -1.0757e-003 1.0872e-003 -3.8528e-004 -3.7384e-004 9.3189e-001 8.3681e-001 -2.7084e-003 4.3106e-004 -3.9673e-004 -1.0300e-004 9.9490e-001 1.0036e+000 1.4973e-001 -5.5313e-004 1.0078e+000 6.6708e-001 -2.3270e-003 -4.1962e-005 3.6621e-004 -7.3624e-004 -1.3924e-003 -9.9182e-004 1.0681e-003 5.4109e-001 1.0007e+000 6.3955e-001 -7.0190e-004 -7.6675e-004 -6.5231e-004 -6.9809e-004 -2.2011e-003 -1.3084e-003 -1.0414e-003 -5.3406e-005 -6.6757e-004 1.1307e-001 -3.7384e-004 -4.4250e-004 -8.2016e-004 -1.1215e-003 -2.4071e-003 -2.3117e-003 9.6893e-004 -8.9645e-004 -2.0981e-005 -8.0109e-005
utilization 20400317 5.1880e-004 -1.1749e-003 1.8692e-004 4.9210e-004 -5.6076e-004 -7.8964e-004 -1.5755e-003 3.8234e-001 9.8938e-001 5.5687e-001 -3.0365e-003 -3.3569e-004 9.1553e-005 -8.6212e-004 -4.4632e-004 -1.4191e-003 -7.1335e-004 3.5858e-004 1.0015e+000 4.8254e-001 -4.1504e-003 -1.0452e-003 4.8447e-004 -2.4681e-003 4.4632e-004 -5.8746e-004 -8.8882e-004 -1.5869e-003 6.4311e-001 8.4508e-001 -3.8147e-004 -4.4632e-004 -1.6327e-003 -5.6839e-004 9.9564e-004 -2.0218e-003 -6.3705e-004 -1.4229e-003 2.8389e-001 2.0897e-001 -2.1973e-003 -1.3466e-003 -6.6757e-004 7.0572e-004 -9.2316e-004 -5.8365e-004 1.0300e-004 -2.2888e-004 8.3118e-001 4.1887e-001 1.2970e-003 -5.9891e-004 -4.0436e-004 7.3242e-004 -1.0757e-003 1.0872e-003 -3.8910e-004 -3.7384e-004 9.3272e-001 8.3722e-001 -2.7237e-003 4.3488e-004 -3.9291e-004 -1.1444e-004 9.9566e-001 9.8684e-001 1.4982e-001 -5.5313e-004 1.0089e+000 6.6753e-001 -2.3270e-003 -3.8147e-005 3.7003e-004 -7.3242e-004 -1.4000e-003 -9.8801e-004 1.0643e-003 5.4139e-001 1.0010e+000 6.3974e-001 -7.0572e-004 -7.6294e-004 -6.5994e-004 -7.1335e-004 -2.2087e-003 -1.3123e-003 -1.0414e-003 -4.9591e-005 -6.6376e-004 1.1308e-001 -3.7575e-004 -4.3869e-004 -8.1635e-004 -1.1215e-003 -2.4109e-003 -2.3155e-003 9.6512e-004 -8.9645e-004 -2.2888e-005 -7.8201e-005
stalled 20400317 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 20400317 14282 732 728 724 720 698 619 540 954 9937 12854 732 728 724 720 716 669 590 1041 9055 11426 732 728 724 720 716 669 590 1041 8104 9998 732 728 724 720 698 619 540 941 7104 8570 732 728 724 720 716 712 640 1141 6237 7142 732 728 724 720 716 712 640 1141 5154 5714 732 728 724 720 691 612 540 941 4081 4286 732 728 724 720 716 712 665 1191 3224 2858 732 728 724 720 716 694 615 1054 2123 1430 732 728 724 720 716 712 690 1204 1173
input_buffers[0].num_reads 20400317 14282 732 728 724 720 666 587 512 943 9931 12854 732 728 724 720 716 637 558 1009 9041 11426 732 728 724 720 716 637 558 1009 8091 9998 732 728 724 720 666 587 508 909 7104 8570 732 728 724 720 716 687 608 1109 6229 7142 732 728 724 720 716 687 608 1109 5154 5714 732 728 724 720 666 587 508 909 4073 4286 732 728 724 720 716 712 633 1159 3205 2858 732 728 724 720 716 662 583 1023 2098 1430 732 728 724 720 716 712 658 1173 1141
input_buffers[1].num_writes 20400317 0 700 700 700 700 675 600 525 9041 0 0 700 700 700 700 700 650 575 8091 0 0 700 700 700 700 700 650 575 7104 0 0 700 700 700 700 675 600 525 6227 0 0 700 700 700 700 700 700 625 5154 0 0 700 700 700 700 700 700 625 4071 0 0 700 700 700 700 661 600 525 3203 0 0 700 700 700 700 700 700 650 2096 0 0 700 700 700 700 700 675 600 1141 0 0 700 700 700 700 700 700 675 0 0
input_buffers[1].num_reads 20400317 0 700 700 700 700 650 575 500 9009 0 0 700 700 700 700 700 625 550 8059 0 0 700 700 700 700 700 625 550 7104 0 0 700 700 700 700 650 575 500 6209 0 0 700 700 700 700 700 675 600 5139 0 0 700 700 700 700 700 675 600 4059 0 0 700 700 700 700 649 575 500 3183 0 0 700 700 700 700 700 700 625 2076 0 0 700 700 700 700 700 650 575 1109 0 0 700 700 700 700 700 700 650 0 0
power_mW 20400317 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.4000e+000 1.0800e+001 9.1600e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0620e+001 5.2200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 8.2800e+000 8.3000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 4.9800e+000 3.8400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0220e+001 5.0000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0660e+001 9.4000e+000 2.0000e-001 2.0000e-001 2.0000e-001 6.8000e-001 1.1140e+001 1.3780e+001 1.9800e+000 5.6000e-001 1.1020e+001 9.0000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 6.9200e+000 1.0860e+001 8.0000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.6000e-001 2.1200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
activity 20450627 -9.8877e-003 -1.1635e-003 -1.7281e-003 -1.5373e-003 -5.6458e-004 -7.8201e-004 8.7913e-001 1.0113e+000 2.5519e-001 3.0122e-001 -3.0365e-003 -3.3188e-004 -1.8463e-003 -8.5831e-004 -4.4632e-004 9.8419e-004 2.8225e-001 7.6654e-001 2.8769e-001 -3.2806e-003 -4.0741e-003 6.5613e-004 -1.5144e-003 -2.1744e-004 -1.7929e-003 -5.8746e-004 -8.8120e-004 3.2425e-004 5.6395e-001 -5.4626e-003 -7.9346e-003 -4.4250e-004 2.0218e-004 -5.7220e-004 -1.1711e-003 4.9591e-005 -6.3324e-004 2.0218e-004 9.0358e-001 8.0032e-001 -2.1973e-003 1.9073e-004 -6.5994e-004 -1.2016e-003 -9.1934e-004 -5.7983e-004 -2.0752e-003 -2.2125e-004 9.0086e-001 6.2082e-001 -4.0894e-003 -5.9509e-004 -4.0054e-004 -1.4038e-003 -1.0757e-003 -1.2779e-003 -3.8910e-004 -3.7384e-004 9.7543e-001 7.3624e-001 1.8845e-003 -1.3618e-003 -3.9673e-004 -2.2774e-003 4.5185e-001 3.2284e-001 -1.0300e-003 -5.5695e-004 9.9511e-001 6.8095e-001 -2.3117e-003 -3.8147e-005 -1.4801e-003 -7.2479e-004 -1.3847e-003 -9.8419e-004 -1.2550e-003 -7.2861e-004 1.0141e+000 6.3955e-001 -7.0190e-004 -7.5531e-004 -6.5231e-004 -7.0572e-004 -9.1553e-005 -1.2932e-003 -1.0376e-003 6.7238e-001 9.5518e-001 6.4832e-001 -3.7575e-004 -4.3869e-004 -8.1253e-004 -1.1139e-003 -2.1744e-004 4.9591e-005 -1.3199e-003 -8.9264e-004 -2.0981e-005 -7.8773e-004
utilization 20450627 -9.8877e-003 -1.1673e-003 -1.7319e-003 -1.5411e-003 -5.6458e-004 -7.8201e-004 8.7970e-001 1.0116e+000 2.5528e-001 3.0153e-001 -3.0365e-003 -3.3569e-004 -1.8425e-003 -8.5068e-004 -4.5013e-004 9.8801e-004 2.8231e-001 7.6661e-001 2.8787e-001 -3.2959e-003 -4.0894e-003 6.5613e-004 -1.5144e-003 -2.0981e-004 -1.7967e-003 -5.9128e-004 -8.8501e-004 3.2806e-004 5.6398e-001 -5.4779e-003 -7.9193e-003 -4.3869e-004 2.0218e-004 -5.7220e-004 -1.1749e-003 4.9591e-005 -6.3324e-004 2.0218e-004 9.0384e-001 8.0062e-001 -2.1820e-003 1.9073e-004 -6.6376e-004 -1.2016e-003 -9.2316e-004 -5.8365e-004 -2.0752e-003 -2.2888e-004 9.0109e-001 6.2135e-001 -4.0894e-003 -5.9128e-004 -4.0817e-004 -1.3962e-003 -1.0757e-003 -1.2856e-003 -3.8528e-004 -3.7766e-004 9.7627e-001 7.3661e-001 1.8921e-003 -1.3657e-003 -3.9673e-004 -2.2774e-003 4.5220e-001 3.2291e-001 -1.0338e-003 -5.5695e-004 9.9628e-001 6.8141e-001 -2.3193e-003 -4.5776e-005 -1.4839e-003 -7.2861e-004 -1.3847e-003 -9.8038e-004 -1.2589e-003 -7.3242e-004 1.0144e+000 6.3974e-001 -6.9809e-004 -7.5912e-004 -6.4468e-004 -6.9809e-004 -9.1553e-005 -1.2932e-003 -1.0414e-003 6.7279e-001 9.5535e-001 6.4839e-001 -3.7575e-004 -4.4250e-004 -8.1635e-004 -1.1139e-003 -2.1362e-004 4.9591e-005 -1.3199e-003 -8.8882e-004 -1.9073e-005 -7.8583e-004
stalled 20450627 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 20450627 14282 732 728 724 720 698 619 558 954 9950 12854 732 728 724 720 716 669 606 1054 9073 11426 732 728 724 720 716 669 590 1041 8123 9998 732 728 724 720 698 619 540 941 7154 8570 732 728 724 720 716 712 640 1141 6272 7142 732 728 724 720 716 712 640 1141 5204 5714 732 728 724 720 698 619 540 941 4120 4286 732 728 724 720 716 712 665 1191 3264 2858 732 728 724 720 716 694 615 1091 2157 1430 732 728 724 720 716 712 690 1204 1173
input_buffers[0].num_reads 20450627 14282 732 728 724 720 666 587 533 954 9950 12854 732 728 724 720 716 637 583 1023 9041 11426 732 728 724 720 716 637 558 1009 8091 9998 732 728 724 720 666 587 508 909 7153 8570 732 728 724 720 716 687 608 1109 6266 7142 732 728 724 720 716 687 608 1109 5198 5714 732 728 724 720 666 587 508 909 4114 4286 732 728 724 720 716 712 633 1159 3244 2858 732 728 724 720 716 662 583 1059 2138 1430 732 728 724 720 716 712 658 1173 1141
input_buffers[1].num_writes 20450627 0 700 700 700 700 675 600 550 9041 0 0 700 700 700 700 700 650 575 8091 0 0 700 700 700 700 700 650 575 7153 0 0 700 700 700 700 675 600 525 6264 0 0 700 700 700 700 700 700 625 5196 0 0 700 700 700 700 700 700 625 4112 0 0 700 700 700 700 675 600 525 3242 0 0 700 700 700 700 700 700 650 2138 0 0 700 700 700 700 700 675 600 1141 0 0 700 700 700 700 700 700 675 0 0
input_buffers[1].num_reads 20450627 0 700 700 700 700 650 575 525 9009 0 0 700 700 700 700 700 625 550 8059 0 0 700 700 700 700 700 625 550 7123 0 0 700 700 700 700 650 575 500 6257 0 0 700 700 700 700 700 675 600 5174 0 0 700 700 700 700 700 675 600 4104 0 0 700 700 700 700 650 575 500 3222 0 0 700 700 700 700 700 700 625 2116 0 0 700 700 700 700 700 650 575 1109 0 0 700 700 700 700 700 700 650 0 0
power_mW 20450627 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0640e+001 1.4540e+001 8.0800e+000 4.9600e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 4.2400e+000 1.1360e+001 3.7000e+000 5.6000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 8.0600e+000 5.6000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0280e+001 9.4800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0940e+001 8.8800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0740e+001 9.1200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.2600e+000 4.7400e+000 5.6000e-001 2.0000e-001 1.0860e+001 9.1600e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.1020e+001 7.6400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 8.9200e+000 1.0820e+001 7.7200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
activity 20500163 1.0895e-002 2.0447e-003 2.0943e-003 2.5063e-003 1.5755e-003 7.9321e-001 9.9745e-001 6.6616e-001 8.4668e-001 4.0305e-001 6.4087e-003 -3.3569e-004 2.0332e-003 1.1749e-003 1.8921e-003 2.5779e-001 9.9150e-001 5.9043e-001 1.0089e-001 2.8397e-001 4.0894e-003 6.5613e-004 2.4681e-003 2.0065e-003 2.6779e-003 1.5640e-003 1.3428e-003 3.2806e-004 8.5449e-003 6.2866e-003 7.1869e-003 1.1826e-003 2.0599e-004 1.5221e-003 9.9564e-004 5.3406e-005 1.0033e-003 1.9836e-004 7.1637e-001 1.6251e-003 4.3640e-003 1.9073e-004 1.3199e-003 7.0953e-004 1.2474e-003 -5.6839e-004 2.2888e-003 -2.2507e-004 9.8116e-001 6.9262e-001 6.6528e-003 1.1864e-003 -4.0436e-004 7.3242e-004 1.0757e-003 1.0834e-003 1.6823e-003 -3.7003e-004 9.9607e-001 6.8954e-001 1.8845e-003 2.2240e-003 -3.9291e-004 2.0599e-003 8.1635e-004 1.6556e-003 8.6975e-004 1.0376e-003 9.9513e-001 6.6987e-001 1.0452e-003 -4.1962e-005 2.2125e-003 1.3657e-003 3.0975e-003 1.4496e-003 1.0643e-003 1.0834e-003 9.8718e-001 7.2155e-001 1.3390e-003 8.5068e-004 1.2054e-003 1.5182e-003 2.0027e-003 1.0643e-003 3.0354e-001 7.8718e-001 8.2544e-001 8.6058e-001 5.8556e-004 -4.3869e-004 1.2207e-003 8.0490e-004 1.9531e-003 4.9591e-005 9.5749e-004 1.2970e-003 -2.0981e-005 6.3324e-004
utilization 20500163 1.0864e-002 2.0485e-003 2.0981e-003 2.5063e-003 1.5717e-003 8.1064e-001 1.0150e+000 6.6638e-001 8.4697e-001 4.0350e-001 6.4240e-003 -3.3569e-004 2.0332e-003 1.1673e-003 1.8921e-003 2.5797e-001 9.9170e-001 5.9048e-001 1.0098e-001 2.8403e-001 4.0894e-003 6.5231e-004 2.4681e-003 2.0027e-003 2.6779e-003 1.5678e-003 1.3466e-003 3.2806e-004 8.5602e-003 6.3171e-003 7.2021e-003 1.1787e-003 2.0218e-004 1.5221e-003 9.9945e-004 4.9591e-005 1.0033e-003 1.9836e-004 7.1663e-001 1.6098e-003 4.3640e-003 1.9073e-004 1.3237e-003 7.0953e-004 1.2474e-003 -5.7220e-004 2.2850e-003 -2.2125e-004 9.8138e-001 6.9319e-001 6.6528e-003 1.1864e-003 -4.0054e-004 7.3624e-004 1.0719e-003 1.0834e-003 1.6823e-003 -3.7003e-004 9.9693e-001 6.8987e-001 1.8845e-003 2.2240e-003 -3.9291e-004 2.0676e-003 8.2016e-004 1.6479e-003 8.7357e-004 1.0338e-003 9.9630e-001 6.7033e-001 1.0452e-003 -3.4332e-005 2.2125e-003 1.3580e-003 3.0975e-003 1.4458e-003 1.0643e-003 1.0872e-003 1.0042e+000 7.2176e-001 1.3390e-003 8.5449e-004 1.2016e-003 1.5144e-003 1.9989e-003 1.0643e-003 3.0370e-001 7.8767e-001 8.2558e-001 8.6067e-001 5.8746e-004 -4.3869e-004 1.2207e-003 8.0490e-004 1.9531e-003 5.3406e-005 9.6130e-004 1.2894e-003 -2.0981e-005 6.2943e-004
stalled 20500163 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 20500163 14282 732 728 724 720 698 637 558 991 9981 12854 732 728 724 720 716 682 608 1054 9077 11426 732 728 724 720 716 669 590 1041 8123 9998 732 728 724 720 698 619 540 941 7184 8570 732 728 724 720 716 712 640 1141 6312 7142 732 728 724 720 716 712 640 1141 5247 5714 732 728 724 720 698 619 540 941 4159 4286 732 728 724 720 716 712 665 1191 3304 2858 732 728 724 720 716 694 631 1104 2204 1430 732 728 724 720 716 712 690 1204 1173
input_buffers[0].num_reads 20500163 14282 732 728 724 720 666 612 533 959 9975 12854 732 728 724 720 716 662 583 1029 9058 11426 732 728 724 720 716 637 558 1009 8091 9998 732 728 724 720 666 587 508 909 7153 8570 732 728 724 720 716 687 608 1109 6307 7142 732 728 724 720 716 687 608 1109 5239 5714 732 728 724 720 666 587 508 909 4154 4286 732 728 724 720 716 712 633 1159 3288 2858 732 728 724 720 716 662 608 1104 2191 1430 732 728 724 720 716 712 658 1173 1141
input_buffers[1].num_writes 20500163 0 700 700 700 700 675 624 550 9056 0 0 700 700 700 700 700 650 600 8091 0 0 700 700 700 700 700 650 575 7153 0 0 700 700 700 700 675 600 525 6305 0 0 700 700 700 700 700 700 625 5237 0 0 700 700 700 700 700 700 625 4154 0 0 700 700 700 700 675 600 525 3288 0 0 700 700 700 700 700 700 650 2190 0 0 700 700 700 700 700 675 600 1141 0 0 700 700 700 700 700 700 675 0 0
input_buffers[1].num_reads 20500163 0 700 700 700 700 650 600 525 9037 0 0 700 700 700 700 700 625 575 8059 0 0 700 700 700 700 700 625 550 7123 0 0 700 700 700 700 650 575 500 6284 0 0 700 700 700 700 700 675 600 5214 0 0 700 700 700 700 700 675 600 4149 0 0 700 700 700 700 650 575 500 3261 0 0 700 700 700 700 700 700 625 2159 0 0 700 700 700 700 700 650 575 1109 0 0 700 700 700 700 700 700 650 0 0
power_mW 20500163 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.7800e+000 1.4000e+001 7.8000e+000 1.0140e+001 5.2400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 3.7000e+000 1.3460e+001 8.7800e+000 2.0800e+000 3.8400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 8.3400e+000 5.6000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.1140e+001 8.9200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0980e+001 8.9200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0860e+001 8.9200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0600e+001 7.7600e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 4.1200e+000 1.1380e+001 9.7000e+000 9.6200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
